id,sha,filename,url,lines,title,comment,priority,category,additional,private,code
c3af07d2-97bd-4e7d-a4a9-ac60d1c76e21,,/e1/my_http_server.py,,44:0-70:10,,Add code (or pseudo code) to determine whether the client sent a GET or POST request.  ,3,Short Answer,,1,ZGVmIGhhbmRsZV9jb25uZWN0aW9uKGNvbm5lY3Rpb24pOgogICAgIiIiCiAgICBIYW5kbGUgdGhlICJjb252ZXJzYXRpb24iIHdpdGggYSBzaW5nbGUgY2xpZW50IGNvbm5lY3Rpb24KICAgICIiIgogICAgc29ja2V0ID0gaHR0cF9zb2NrZXQuSFRUUFNvY2tldChjb25uZWN0aW9uKQoKICAgICMgUmVhZCBhbmQgcHJpbnQgdGhlIHJlcXVlc3QgKGUuZy4gIkdFVCAvIEhUVFAvMS4wIikKICAgIHJlcXVlc3QgPSBzb2NrZXQucmVjZWl2ZV90ZXh0X2xpbmUoKQoKICAgICMgUmVhZCBhbmQgcHJpbnQgdGhlIHJlcXVlc3QgaGVhZGVycwogICAgd2hpbGUgVHJ1ZToKICAgICAgICBkYXRhID0gc29ja2V0LnJlY2VpdmVfdGV4dF9saW5lKCkuc3RyaXAoKQogICAgICAgIGlmIChub3QgZGF0YSkgb3IgKGxlbihkYXRhKSA9PSAwKToKICAgICAgICAgICAgYnJlYWsKICAgICAgICBwcmludChkYXRhKQogICAgcHJpbnQoJz09PT09PT0nKQoKICAgICMgRXh0cmFjdCB0aGUgcGF0aCBmcm9tIHRoZSByZXF1ZXN0LgogICAgcGFydHMgPSByZXF1ZXN0LnNwbGl0KCkKICAgIGlmIHBhcnRzOgogICAgICAgIHBhdGggPSBwYXJ0c1sxXVsxOl0gICMgcmVtb3ZlIHRoZSBmaXJzdCBjaGFyYWN0ZXIgb2YgdGhlIHBhdGgKICAgICAgICBpZiBvcy5wYXRoLmlzZGlyKHBhdGgpIG9yIG9zLnBhdGguaXNkaXIoZid7cGF0aH0vJykgb3IgcGF0aFstMV0gPT0gJy8nOgogICAgICAgICAgICBoYW5kbGVfZGlyKHNvY2tldCwgcGF0aCkKICAgICAgICBlbHNlOgogICAgICAgICAgICBoYW5kbGVfZmlsZShzb2NrZXQsIHBhdGgpCiAgICBzb2NrZXQuY2xvc2UoKQogICAgcmV0dXJuCi4uLg==
04ca7d47-7af8-4dad-a389-fac631ad862d,,/e1/my_http_server.py,,128:3-128:33,,"What would happen if you remove the line `socket.send_text_line("""")`?",0,Short Answer,,1,ZGVmIGhhbmRsZV9kaXIoc29ja2V0LCBwYXRoKToKICAgICMgQXNzdW1lIHRoZSBwYXRoIGlzIGEgZGlyZWN0b3J5IG5hbWUuCiAgICAjIElmIHRoZSBkaXJlY3RvcnkgbmFtZSBleGlzdHMsIHdlIHdpbGwgc2VuZCBhIGRpcmVjdG9yeSBsaXN0aW5nIGFzIGEgcmVzcG9uc2UuCiAgICAjIElmIHRoZSBkaXJlY3RvcnkgaGFzIGEgcmVhZGFibGUgaW5kZXguaHRtbCBmaWxlLCB3ZSB3aWxsIHNlbmQgdGhhdCBpbnN0ZWFkLgogICAgIyBJZiB0aGUgZGlyZWN0b3J5IG5hbWUgZG9lc24ndCBoYXZlIGEgJy8nIGF0IHRoZSBlbmQsIHNlbmQgYSAzMDEgYW5kIHJlZGlyZWN0LCBzbyBpdCBkb2VzCiAgICAjIE90aGVyd2lzZSwgaWYgZGlyZWN0b3J5IGRvZXNuJ3QgZXhpc3QsIHNlbmQgYSA0MDQuCiAgICBpZiBwYXRoWy0xOl0gIT0gJy8nIGFuZCBvcy5wYXRoLmV4aXN0cyhmJ3twYXRofS8nKToKICAgICAgICBtZXNzYWdlID0gZiI8aHRtbD48Ym9keT5EaXJlY3RvcnkgcGF0aCAne3BhdGh9JyBkb2Vzbid0IGVuZCB3aXRoICcvJy4gUmVkaXJlY3QgdG8gJ3twYXRofS8nPC9ib2R5PjwvaHRtbD4iCiAgICAgICAgcGF0aCA9IHBhdGggKyAnLycKICAgICAgICBiYXNlLCBzcGxpdCA9IHBhdGguc3BsaXQoJy8nLCAxKQogICAgICAgIGlmIG5vdCBzcGxpdDoKICAgICAgICAgICAgc3BsaXQgPSBiYXNlICsgJy8nCiAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKCJIVFRQLzEuMCAzMDEgUmVkaXJlY3QiKQogICAgICAgIHNvY2tldC5zZW5kX3RleHRfbGluZSgiQ29udGVudC1UeXBlOiB0ZXh0L3BsYWluIikKICAgICAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoZiJDb250ZW50LUxlbmd0aDoge2xlbihtZXNzYWdlKSArIDJ9IikgICMgKzIgZm9yIENSL0xGCiAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKGYiTG9jYXRpb246IHtzcGxpdH0iKQogICAgICAgIHNvY2tldC5zZW5kX3RleHRfbGluZShmIkNvbm5lY3Rpb246IGNsb3NlIikKICAgICAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoIiIpCiAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKG1lc3NhZ2UpCgogICAgICAgIHByaW50KHNwbGl0KQogICAgICAgIGhhbmRsZV9kaXIoc29ja2V0LCBwYXRoKQogICAgICAgIHJldHVybgouLi4=
7ccf9dd9-489e-46da-a08b-014ab309ae3e,,/e2/my_http_server.py,,49:0-75:28,,# \nAdd code (or pseudo code) to determine whether the client sent a GET or POST request.  ,0,Short Answer,,0,ZGVmIGhhbmRsZV9jb25uZWN0aW9uKGNvbm5lY3Rpb24pOgogICAgIiIiCiAgICBIYW5kbGUgdGhlICJjb252ZXJzYXRpb24iIHdpdGggYSBzaW5nbGUgY2xpZW50IGNvbm5lY3Rpb24KICAgICIiIgogICAgc29ja2V0ID0gaHR0cF9zb2NrZXQuSFRUUFNvY2tldChjb25uZWN0aW9uKQoKICAgICMgUmVhZCBhbmQgcHJpbnQgdGhlIHJlcXVlc3QgKGUuZy4gIkdFVCAvIEhUVFAvMS4wIikKICAgIHJlcXVlc3QgPSBzb2NrZXQucmVjZWl2ZV90ZXh0X2xpbmUoKQogICAgcHJpbnQoZiJSZXF1ZXN0OiB7cmVxdWVzdH0iKQoKCiAgICAjIFJlYWQgYW5kIHByaW50IHRoZSByZXF1ZXN0IGhlYWRlcnMKICAgIHdoaWxlIFRydWU6CiAgICAgICAgZGF0YSA9IHNvY2tldC5yZWNlaXZlX3RleHRfbGluZSgpLnN0cmlwKCkKICAgICAgICBpZiAobm90IGRhdGEpIG9yIChsZW4oZGF0YSkgPT0gMCk6CiAgICAgICAgICAgICAgICBicmVhawogICAgICAgIHByaW50KGRhdGEpCiAgICBwcmludCgnPT09PT09PScpCgogICAgIyBFeHRyYWN0IHRoZSBwYXRoIGZyb20gdGhlIHJlcXVlc3QuCiAgICBwYXJ0cyA9IHJlcXVlc3Quc3BsaXQoKQogICAgcGF0aCA9IHBhcnRzWzFdWzE6XSAgIyByZW1vdmUgdGhlIGZpcnN0IGNoYXJhY3RlciBvZiB0aGUgcGF0aAoKICAgICMgQXNzdW1lIHRoZSBwYXRoIGlzIGEgZGlyZWN0b3J5IG9yIGZpbGUgbmFtZS4KICAgICMgSWYgdGhlIGRpcmVjdG9yeSBvciBmaWxlIGV4aXN0cywgd2Ugd2lsbCBzZW5kIGl0IGFzIGEgcmVzcG9uc2UuCiAgICAjIE90aGVyd2lzZSwgc2VuZCBhIDQwNC4KICAgIGlmIG9zLnBhdGguZXhpc3RzKHBhdGgpOgouLi4=
5a0b373e-7e16-4821-a6d4-c3a3ab5dd97f,,/e2/my_http_server.py,,77:1-103:0,,"What would happen if you remove the line `socket.send_text_line("""")`?",0,Short Answer,,0,ICAgICAgICMgSGFuZGxlIGRpcmVjdG9yeSByZXF1ZXN0cy4KICAgICAgICBpZiBvcy5wYXRoLmlzZGlyKHBhdGgpOgoKICAgICAgICAgICAgIyBJZiBkaXJlY3RvcnkgZG9lcyBub3QgZW5kIHdpdGggJy8nLCBzZW5kIGEgMzAxIHdpdGggdGhlIGNvcnJlY3RseSBmb3JtZWQgVVJMLgogICAgICAgICAgICAjIE90aGVyd2lzZSwgc2VuZCB0aGUgZGlyZWN0b3J5IG5vcm1hbGx5LgogICAgICAgICAgICBpZiBub3QgcGF0aC5lbmRzd2l0aCgiLyIpOgogICAgICAgICAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKCJIVFRQLzEuMCAzMDEgTW92ZWQgUGVybWFuZW50bHkiKQogICAgICAgICAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKGYiTG9jYXRpb246IC97cGF0aH0vIikKICAgICAgICAgICAgZWxzZToKCiAgICAgICAgICAgICAgICAjIElmIHRoZSBkaXJlY3RvcnkgY29udGFpbnMgaW5kZXguaHRtbCwgcmV0dXJuIGl0IGlmIGl0IGlzIHJlYWRhYmxlLgogICAgICAgICAgICAgICAgIyBPdGhlcndpc2UsIHJldHVybiBhIGRpcmVjdG9yeSBsaXN0aW5nIHdpdGggbGlua3MuCiAgICAgICAgICAgICAgICBpZiBvcy5wYXRoLmlzZmlsZShwYXRoICsgImluZGV4Lmh0bWwiKSBhbmQgb3MuYWNjZXNzKHBhdGggKyAiaW5kZXguaHRtbCIsIG9zLlJfT0spOgogICAgICAgICAgICAgICAgICAgIGZpbGVfc2l6ZSA9IG9zLnBhdGguZ2V0c2l6ZShwYXRoICsgImluZGV4Lmh0bWwiKQogICAgICAgICAgICAgICAgICAgIHdpdGggb3BlbihwYXRoICsgImluZGV4Lmh0bWwiLCAncmInKSBhcyBmaWxlOgogICAgICAgICAgICAgICAgICAgICAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoIkhUVFAvMS4wIDIwMCBPSyIpCiAgICAgICAgICAgICAgICAgICAgICAgIHNvY2tldC5zZW5kX3RleHRfbGluZShmIkNvbnRlbnQtVHlwZTogdGV4dC9odG1sIikKICAgICAgICAgICAgICAgICAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKGYiQ29udGVudC1MZW5ndGg6IHtmaWxlX3NpemV9IikKICAgICAgICAgICAgICAgICAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKGYiQ29ubmVjdGlvbjogY2xvc2UiKQogICAgICAgICAgICAgICAgICAgICAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoIiIpICAjIDw9PT09PT09IFRoaXMgbGluZQogICAgICAgICAgICAgICAgICAgICAgICBzb2NrZXQuc2VuZF9iaW5hcnlfZGF0YV9mcm9tX2ZpbGUoZmlsZSwgZmlsZV9zaXplKSAKICAgICAgICAgICAgICAgIGVsc2U6CiAgICAgICAgICAgICAgICAgICAgbWVzc2FnZSA9IGYiPGh0bWw+PGJvZHk+PGgxPntwYXRofTwvaDE+PHVsPiIKCiAgICAgICAgICAgICAgICAgICAgIyBMaXN0IGNvbnRlbnRzIGluIGRpcmVjdG9yeQogICAgICAgICAgICAgICAgICAgIGNvbnRlbnRzID0gb3MubGlzdGRpcihwYXRoKQoKLi4u
46b2b006-3bf8-4468-8a56-3020144e3535,,/e3/my_http_server.py,,74:0-107:34,,"What would happen if you remove the line `socket.send_text_line("""")`?",0,Short Answer,,0,ZGVmIHNlbmRfZGlyZWN0b3J5KHNvY2tldCwgcGF0aCk6CiAgICAiIiIKICAgIFNlbmQgYSBkaXJlY3RvcnkgbGlzdGluZyB0byB0aGUgY2xpZW50LgogICAgIiIiCiAgICAjIFNlbmQgYSBkaXJlY3RvcnkgbGlzdGluZwogICAgaWYgcGF0aFstMV0gIT0gJy8nOgogICAgICAgIHBhdGggKz0gJy8nCiAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKCJIVFRQLzEuMCAzMDEgTU9WRUQgUEVSTUFORU5UTFkiKQogICAgICAgIHNvY2tldC5zZW5kX3RleHRfbGluZShmIkxvY2F0aW9uOiB7cGF0aH0iKQogICAgICAgIHNvY2tldC5zZW5kX3RleHRfbGluZSgiQ29ubmVjdGlvbjogY2xvc2UiKQogICAgICAgIHNvY2tldC5zZW5kX3RleHRfbGluZSgiIikKICAgICAgICByZXR1cm4gICMgU3RvcCBmdXJ0aGVyIGV4ZWN1dGlvbgogICAgCiAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoIkhUVFAvMS4wIDIwMCBPSyIpCgogICAgcHJpbnQoZiJTZW5kaW5nIGRpcmVjdG9yeSBsaXN0aW5nIGZvciB7cGF0aH0iKQogICAgcHJpbnQoIkRpcmVjdG9yeSBjb250ZW50czoiKQogICAgbWVzc2FnZSA9IGYiPGh0bWw+PGJvZHk+PGgxPkRpcmVjdG9yeSBsaXN0aW5nIGZvciB7cGF0aH08L2gxPjx1bD4iCiAgICBmb3IgaXRlbSBpbiBvcy5saXN0ZGlyKHBhdGgpOgogICAgICAgIGlmIGl0ZW0gPT0gImluZGV4Lmh0bWwiOgogICAgICAgICAgICBzZW5kX2ZpbGUoc29ja2V0LCBwYXRoICsgaXRlbSkKICAgICAgICAgICAgcmV0dXJuCiAgICAgICAgcHJpbnQoaXRlbSkKICAgICAgICBpZiBvcy5wYXRoLmlzZGlyKGl0ZW0pOgogICAgICAgICAgICBtZXNzYWdlICs9IGYiPGxpPjxhIGhyZWY9XCJ7aXRlbX0vXCI+e2l0ZW19LzwvYT48L2xpPiIKICAgICAgICBlbHNlOgogICAgICAgICAgICBtZXNzYWdlICs9IGYiPGxpPjxhIGhyZWY9XCJ7aXRlbX1cIj57aXRlbX08L2E+PC9saT4iCiAgICBtZXNzYWdlICs9ICI8L3VsPjwvYm9keT48L2h0bWw+IgoKICAgIHNvY2tldC5zZW5kX3RleHRfbGluZSgiQ29udGVudC1UeXBlOiB0ZXh0L2h0bWwiKQogICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKGYiQ29udGVudC1MZW5ndGg6IHtsZW4obWVzc2FnZSkgKyAyfSIpCiAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoZiJDb25uZWN0aW9uOiBjbG9zZSIpCiAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoIiIpICAjIDw9PT09PT0KICAgIHNvY2tldC5zZW5kX3RleHRfbGluZShtZXNzYWdlKQouLi4=
07d15e3c-92fc-4ba9-92f2-008ab5c2d1a1,,/e3/my_http_server.py,,109:0-141:0,,# \nAdd code (or pseudo code) to determine whether the client sent a GET or POST request.  ,0,Short Answer,,0,ZGVmIGhhbmRsZV9jb25uZWN0aW9uKGNvbm5lY3Rpb24pOgogICAgIiIiCiAgICBIYW5kbGUgdGhlICJjb252ZXJzYXRpb24iIHdpdGggYSBzaW5nbGUgY2xpZW50IGNvbm5lY3Rpb24KICAgICIiIgogICAgc29ja2V0ID0gaHR0cF9zb2NrZXQuSFRUUFNvY2tldChjb25uZWN0aW9uKQoKICAgICMgUmVhZCBhbmQgcHJpbnQgdGhlIHJlcXVlc3QgKGUuZy4gIkdFVCAvIEhUVFAvMS4wIikKICAgIHJlcXVlc3QgPSBzb2NrZXQucmVjZWl2ZV90ZXh0X2xpbmUoKQogICAgaWYgcmVxdWVzdCA9PSBOb25lOgogICAgICAgIHByaW50KCJJbmNvbXBsZXRlIERhdGEsIENsaWVudCBkaXNjb25uZWN0ZWQiKQogICAgICAgIHJldHVybgogICAgCiAgICAjIHByaW50KGYiUmVxdWVzdDoge3JlcXVlc3R9IikKCgogICAgIyBSZWFkIGFuZCBwcmludCB0aGUgcmVxdWVzdCBoZWFkZXJzCiAgICB3aGlsZSBUcnVlOgogICAgICAgIGRhdGEgPSBzb2NrZXQucmVjZWl2ZV90ZXh0X2xpbmUoKS5zdHJpcCgpCiAgICAgICAgaWYgKG5vdCBkYXRhKSBvciAobGVuKGRhdGEpID09IDApOgogICAgICAgICAgICAgICAgYnJlYWsKICAgICAgICAjIHByaW50KGRhdGEpCiAgICBwcmludCgnPT09PT09PScpCgogICAgIyBFeHRyYWN0IHRoZSBwYXRoIGZyb20gdGhlIHJlcXVlc3QuCiAgICBwYXJ0cyA9IHJlcXVlc3Quc3BsaXQoKQogICAgcGF0aCA9IHBhcnRzWzFdWzE6XSAgIyByZW1vdmUgdGhlIGZpcnN0IGNoYXJhY3RlciBvZiB0aGUgcGF0aAogICAgIyBwcmludCgiUGF0aDoiLCBwYXRoKQoKICAgICMgQXNzdW1lIHRoZSBwYXRoIGlzIGEgZmlsZSBuYW1lLgogICAgIyBJZiB0aGUgZmlsZSBuYW1lIGV4aXN0cywgd2Ugd2lsbCBzZW5kIGl0IGFzIGEgcmVzcG9uc2UuCiAgICAjIE90aGVyd2lzZSwgc2VuZCBhIDQwNC4KICAgIGlmIG9zLnBhdGguZXhpc3RzKHBhdGgpOgoKLi4u
f83b99ce-1eae-46ea-b9d4-4aaeccb05ca5,,/e4/my_http_server.py,,42:0-73:36,,"# \nWhat would happen if you remove the line `socket.send_text_line("""")`?",0,Short Answer,,0,ZGVmIGhhbmRsZV9jb25uZWN0aW9uKGNvbm5lY3Rpb24pOgogICAgIiIiCiAgICBIYW5kbGUgdGhlICJjb252ZXJzYXRpb24iIHdpdGggYSBzaW5nbGUgY2xpZW50IGNvbm5lY3Rpb24KICAgICIiIgogICAgc29ja2V0ID0gaHR0cF9zb2NrZXQuSFRUUFNvY2tldChjb25uZWN0aW9uKQoKICAgICMgUmVhZCBhbmQgcHJpbnQgdGhlIHJlcXVlc3QgKGUuZy4gIkdFVCAvIEhUVFAvMS4wIikKICAgIHJlcXVlc3QgPSBzb2NrZXQucmVjZWl2ZV90ZXh0X2xpbmUoKQogICAgcHJpbnQoZiJSZXF1ZXN0OiB7cmVxdWVzdH0iKQoKICAgICMgUmVhZCBhbmQgcHJpbnQgdGhlIHJlcXVlc3QgaGVhZGVycwogICAgd2hpbGUgVHJ1ZToKICAgICAgICBkYXRhID0gc29ja2V0LnJlY2VpdmVfdGV4dF9saW5lKCkuc3RyaXAoKQogICAgICAgIGlmIChub3QgZGF0YSkgb3IgKGxlbihkYXRhKSA9PSAwKToKICAgICAgICAgICAgICAgIGJyZWFrCiAgICAgICAgcHJpbnQoZGF0YSkKICAgIHByaW50KCc9PT09PT09JykKCiAgICAjIEV4dHJhY3QgdGhlIHBhdGggZnJvbSB0aGUgcmVxdWVzdC4KICAgIHBhcnRzID0gcmVxdWVzdC5zcGxpdCgpCiAgICBwYXRoID0gcGFydHNbMV1bMTpdICAjIHJlbW92ZSB0aGUgZmlyc3QgY2hhcmFjdGVyIG9mIHRoZSBwYXRoCiAgICB0cnk6IAogICAgICAgIGV4dGVuc2lvbiA9IHBhdGhbcGF0aC5pbmRleCgiLiIpOl0KICAgIGV4Y2VwdDoKICAgICAgICBleHRlbnNpb24gPSAiIgoKICAgICMgQXNzdW1lIHRoZSBwYXRoIGlzIGEgZmlsZSBuYW1lLgogICAgIyBJZiB0aGUgZmlsZSBuYW1lIGV4aXN0cywgd2Ugd2lsbCBzZW5kIGl0IGFzIGEgcmVzcG9uc2UuCiAgICAjIE90aGVyd2lzZSwgc2VuZCBhIDQwNC4KICAgIGlmIG9zLnBhdGguZXhpc3RzKHBhdGgpOgogICAgICAgICMgV2UgbmVlZCB0byBrbm93IHRoZSBmaWxlIHNpemUgc28gd2UgY2FuIHNlbmQKICAgICAgICAjIHRoZSBDb250ZW50LUxlbmd0aCBoZWFkZXIuCi4uLg==
b5f517b1-fb44-45de-84a7-da3f16266105,,/e4/my_http_server.py,,97:1-116:66,,"What would happen if you remove the line `socket.send_text_line("""")`?",0,Short Answer,,0,ICAgICAgIGlmIChleHRlbnNpb24gPT0gIi5odG1sIiBvciBleHRlbnNpb24gPT0gIi5odG0iIG9yIGV4dGVuc2lvbiA9PSAiLnR4dCIpOiAjIElmIEhUTUwgb3IgdGV4dCBmaWxlCiAgICAgICAgICAgIHdpdGggb3BlbihwYXRoLCAncicpIGFzIGZpbGU6CiAgICAgICAgICAgICAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoIkhUVFAvMS4wIDIwMCBPSyIpCiAgICAgICAgICAgICAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoIkNvbnRlbnQtVHlwZTogIiArIEVYVEVOU0lPTl9NQVAuZ2V0KGV4dGVuc2lvbikpCiAgICAgICAgICAgICAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoZiJDb250ZW50LUxlbmd0aDoge2ZpbGVfc2l6ZX0iKQogICAgICAgICAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKGYiQ29ubmVjdGlvbjogY2xvc2UiKQogICAgICAgICAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKCIiKSAgIyA8PT09PT09PT0KICAgICAgICAgICAgICAgIGh0bWwgPSBbXQogICAgICAgICAgICAgICAgd2hpbGUgbGluZSA6PSBmaWxlLnJlYWRsaW5lKCk6CiAgICAgICAgICAgICAgICAgICAgaHRtbC5hcHBlbmQobGluZSkKICAgICAgICAgICAgICAgIGh0bWwgPSAiXG4iLmpvaW4oaHRtbCkKICAgICAgICAgICAgICAgIHNvY2tldC5zZW5kX3RleHRfbGluZShodG1sKQogICAgICAgIGVsaWYgKGV4dGVuc2lvbiAhPSAiIik6ICMgSWYgaW1hZ2UvYmluYXJ5IGZpbGUKICAgICAgICAgICAgd2l0aCBvcGVuKHBhdGgsICdyYicpIGFzIGZpbGU6CiAgICAgICAgICAgICAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoIkhUVFAvMS4wIDIwMCBPSyIpCiAgICAgICAgICAgICAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoIkNvbnRlbnQtVHlwZTogIiArIEVYVEVOU0lPTl9NQVAuZ2V0KGV4dGVuc2lvbikpCiAgICAgICAgICAgICAgICBzb2NrZXQuc2VuZF90ZXh0X2xpbmUoZiJDb250ZW50LUxlbmd0aDoge2ZpbGVfc2l6ZX0iKQogICAgICAgICAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKGYiQ29ubmVjdGlvbjogY2xvc2UiKQogICAgICAgICAgICAgICAgc29ja2V0LnNlbmRfdGV4dF9saW5lKCIiKQogICAgICAgICAgICAgICAgc29ja2V0LnNlbmRfYmluYXJ5X2RhdGFfZnJvbV9maWxlKGZpbGUsIGZpbGVfc2l6ZSkKLi4u
1bad01bd-23a0-4e2e-a89a-d6be496aba23,,/e5/my_http_server.py,,86:40-86:40,,# . \nAdd code (or pseudo code) to determine whether the client sent a GET or POST request.  ,0,Short Answer,,0,Ci4uLg==
0691f5b0-8204-478a-ae0e-51f3a9aaf4bf,,/e5/my_http_server.py,,51:0-82:36,,# . \nAdd code (or pseudo code) to determine whether the client sent a GET or POST request.  ,0,Short Answer,,0,ZGVmIGhhbmRsZV9jb25uZWN0aW9uKGNvbm5lY3Rpb24pOgogICAgIiIiCiAgICBIYW5kbGUgdGhlICJjb252ZXJzYXRpb24iIHdpdGggYSBzaW5nbGUgY2xpZW50IGNvbm5lY3Rpb24KICAgICIiIgogICAgc29ja2V0ID0gaHR0cF9zb2NrZXQuSFRUUFNvY2tldChjb25uZWN0aW9uKQoKICAgICMgUmVhZCBhbmQgcHJpbnQgdGhlIHJlcXVlc3QgKGUuZy4gIkdFVCAvIEhUVFAvMS4wIikKICAgIHJlcXVlc3QgPSBzb2NrZXQucmVjZWl2ZV90ZXh0X2xpbmUoKQogICAgcHJpbnQoZiJSZXF1ZXN0OiB7cmVxdWVzdH0iKQoKICAgICMgUmVhZCBhbmQgcHJpbnQgdGhlIHJlcXVlc3QgaGVhZGVycwogICAgd2hpbGUgVHJ1ZToKICAgICAgICBkYXRhID0gc29ja2V0LnJlY2VpdmVfdGV4dF9saW5lKCkuc3RyaXAoKQogICAgICAgIGlmIChub3QgZGF0YSkgb3IgKGxlbihkYXRhKSA9PSAwKToKICAgICAgICAgICAgYnJlYWsKICAgICAgICBwcmludChkYXRhKQogICAgcHJpbnQoJz09PT09PT0nKQoKICAgICMgRXh0cmFjdCB0aGUgcGF0aCBmcm9tIHRoZSByZXF1ZXN0LgogICAgcGFydHMgPSByZXF1ZXN0LnNwbGl0KCkKICAgIHBhdGggPSBwYXJ0c1sxXVsxOl0gICMgcmVtb3ZlIHRoZSBmaXJzdCBjaGFyYWN0ZXIgb2YgdGhlIHBhdGgKCiAgICAjIEFzc3VtZSB0aGUgcGF0aCBpcyBhIGZpbGUgbmFtZS4KICAgICMgSWYgdGhlIGZpbGUgbmFtZSBleGlzdHMsIHdlIHdpbGwgc2VuZCBpdCBhcyBhIHJlc3BvbnNlLgogICAgIyBPdGhlcndpc2UsIHNlbmQgYSA0MDQuCiAgICBpZiBvcy5wYXRoLmV4aXN0cyhwYXRoKSBhbmQgb3MucGF0aC5pc2ZpbGUocGF0aCk6CiAgICAgICAgIyB6ayBBIGZpbGUgcGF0aCBjYW4gaGF2ZSBtb3JlIHRoYW4gb25lIC4gaW4gaXQuCiAgICAgICAgIyBUaGlzIGNvZGUgd2lsbCBhbHNvIGJyZWFrIGlmIGEgZmlsZSBoYXMgbm8gLiBpbiBpdC4gCiAgICAgICAgZmlsZV9wYXJ0cyA9IHBhdGguc3BsaXQoIi4iKQogICAgICAgIGZpbGVfZXh0ZW5zaW9uID0gRVhURU5TSU9OX01BUFsiLiIgKyBmaWxlX3BhcnRzWzFdXQogICAgICAgICMgV2UgbmVlZCB0byBrbm93IHRoZSBmaWxlIHNpemUgc28gd2UgY2FuIHNlbmQKICAgICAgICAjIHRoZSBDb250ZW50LUxlbmd0aCBoZWFkZXIuCi4uLg==
